Message Type,Device_ID,Sequence Number,Timestamp,Batch Count,Valid Checksum,Arrival,Duplicate Flag,Gap Flag,Bytes Per Report,CPU Time Per Report(ms)
1,1,29,1765563324,3,True,1765563325.8688438,1,0,73,0.046875999942130875
1,1,74,1765563325,2,True,1765563325.8856866,0,0,53,0.06414400013454724
1,1,75,1765563325,1,True,1765563325.8938992,0,0,32,0.039681000089331064
1,1,76,1765563325,3,True,1765563325.920408,0,0,74,0.07412099967041286
1,1,77,1765563325,1,True,1765563325.9357312,0,0,31,0.056056000175885856
1,1,31,1765563324,3,True,1765563325.9516146,1,0,74,0.06658400070591597
1,1,30,1765563324,1,True,1765563325.9590764,1,0,32,0.03594999998313142
1,1,78,1765563325,2,True,1765563325.9601896,0,0,53,0.04441799956111936
1,1,33,1765563324,2,True,1765563325.9650903,1,0,53,0.05329400028131204
1,1,32,1765563324,1,True,1765563325.969992,1,0,32,0.04713300040748436
1,1,79,1765563325,3,True,1765563325.9755504,0,0,72,0.07361799998761853
1,1,80,1765563325,3,True,1765563326.0063214,0,0,73,0.05937799960520351
1,1,81,1765563325,2,True,1765563326.0301847,0,0,52,0.06647000009252224
1,1,82,1765563325,2,True,1765563326.0419567,0,0,53,0.058648000049288385
1,1,83,1765563325,1,True,1765563326.0511875,0,0,32,0.03775300046982011
1,1,35,1765563324,2,True,1765563326.0523627,1,0,53,0.03857999945466872
1,1,34,1765563324,2,True,1765563326.0540469,1,0,53,0.043154999730177224
1,1,38,1765563324,1,True,1765563326.0643852,1,0,31,0.03719400046975352
1,1,36,1765563324,2,True,1765563326.0697424,1,0,52,0.04826199983654078
1,1,37,1765563324,1,True,1765563326.0699813,1,0,31,0.03229499998269603
1,1,84,1765563325,2,True,1765563326.0754137,0,0,52,0.06617599956371123
1,1,85,1765563326,1,True,1765563326.093098,0,0,32,0.03910200030077249
1,1,86,1765563326,2,True,1765563326.1199832,0,0,52,0.0707320004948997
1,1,87,1765563326,1,True,1765563326.1380844,0,0,32,0.04182600059721153
1,1,39,1765563324,3,True,1765563326.156612,1,0,74,0.05799300015496556
1,1,41,1765563325,3,True,1765563326.1588292,1,0,74,0.06710599973303033
1,1,88,1765563326,3,True,1765563326.1629488,0,0,74,0.06322299941530218
1,1,43,1765563325,1,True,1765563326.1654139,1,0,32,0.030729000172868837
1,1,40,1765563324,3,True,1765563326.1684048,1,0,74,0.0579269999434473
1,1,42,1765563325,2,True,1765563326.170977,1,0,53,0.05341700034477981
1,1,89,1765563326,1,True,1765563326.1842256,0,0,32,0.03944400032196427
1,1,90,1765563326,2,True,1765563326.2180464,0,0,53,0.07301099958567647
1,1,91,1765563326,1,True,1765563326.2383206,0,0,31,0.04432300011103507
1,1,92,1765563326,2,True,1765563326.25437,0,0,53,0.06503700024040882
1,1,48,1765563325,2,True,1765563326.2566524,1,0,53,0.06347999988065567
1,1,47,1765563325,3,True,1765563326.2573917,1,0,74,0.0693279998813523
1,1,44,1765563325,2,True,1765563326.260558,1,0,53,0.04579399956128327
1,1,46,1765563325,2,True,1765563326.264268,1,0,52,0.05107200013299007
1,1,45,1765563325,2,True,1765563326.2672112,1,0,52,0.043353999899409246
1,1,93,1765563326,3,True,1765563326.285843,0,0,74,0.05490700004884275
1,1,94,1765563326,3,True,1765563326.329747,0,0,73,0.0790960002632346
1,1,95,1765563326,2,True,1765563326.3512785,0,0,51,0.07957099933264544
1,1,51,1765563325,2,True,1765563326.3519845,1,0,51,0.039880000258563086
1,1,52,1765563325,1,True,1765563326.354795,1,0,32,0.032732000363466796
1,1,50,1765563325,1,True,1765563326.3561184,1,0,32,0.02938999932666775
1,1,49,1765563325,1,True,1765563326.356941,1,0,32,0.026665999939723406
1,1,96,1765563326,3,True,1765563326.3858588,0,0,74,0.08591100049670786
1,1,97,1765563326,3,True,1765563326.4054759,0,0,74,0.0721080004950636
1,1,98,1765563326,3,True,1765563326.4131093,0,0,74,0.06705800024064956
1,1,99,1765563326,1,True,1765563326.4424746,0,0,32,0.04829099998460151
1,1,53,1765563325,1,True,1765563326.458192,1,0,32,0.03893999928550329
1,1,54,1765563325,1,True,1765563326.4669034,1,0,32,0.04388700017443625
1,1,100,1765563326,1,True,1765563326.4690845,0,0,32,0.03949100027966779
1,1,56,1765563325,2,True,1765563326.469328,1,0,53,0.04992399954062421
1,1,55,1765563325,2,True,1765563326.46986,1,0,53,0.05126199994265335
1,1,101,1765563326,2,True,1765563326.4977708,0,0,53,0.045584999497805256
1,1,102,1765563326,2,True,1765563326.528593,0,0,53,0.06622299952141475
1,1,103,1765563326,3,True,1765563326.5546052,0,0,73,0.06416299947886728
1,1,59,1765563325,3,True,1765563326.5588903,1,0,74,0.0670770004944643
1,1,57,1765563325,3,True,1765563326.5608711,1,0,74,0.0486229992020526
1,1,60,1765563325,1,True,1765563326.5627687,1,0,32,0.03445999936957378
1,1,58,1765563325,1,True,1765563326.5709553,1,0,32,0.0393959999200888
1,1,104,1765563326,3,True,1765563326.5802858,0,0,74,0.07378899954346707
1,1,105,1765563326,1,True,1765563326.5959132,0,0,32,0.04500700015341863
1,1,106,1765563326,3,True,1765563326.6182766,0,0,73,0.05882900040887762
1,1,107,1765563326,1,True,1765563326.642717,0,0,32,0.09207299990521278
1,1,65,1765563325,1,True,1765563326.6524572,1,0,31,0.03612000000430271
1,1,63,1765563325,1,True,1765563326.6551883,1,0,32,0.03493499934847932
1,1,62,1765563325,2,True,1765563326.6613247,1,0,53,0.06689699966955232
1,1,61,1765563325,3,True,1765563326.664957,1,0,74,0.047606999942217954
1,1,64,1765563325,1,True,1765563326.6693316,1,0,32,0.030852999771013856
1,1,108,1765563326,1,True,1765563326.7038794,0,0,32,0.04512000032264041
1,1,109,1765563326,3,True,1765563326.7317688,0,0,74,0.07604900019941851
1,1,110,1765563326,2,True,1765563326.7507412,0,0,53,0.061172999267000705
1,1,69,1765563325,3,True,1765563326.7541137,1,0,73,0.040070000068226364
1,1,68,1765563325,2,True,1765563326.7546923,1,0,53,0.04109499968762975
1,1,26,1765563324,2,True,1765563326.7604048,1,0,53,0.04741800057672663
1,1,67,1765563325,3,True,1765563326.7635202,1,0,74,0.0739029992473661
1,1,66,1765563325,2,True,1765563326.767673,1,0,53,0.05205900015425868
1,1,111,1765563326,1,True,1765563326.792437,0,0,31,0.04981900019629393
1,1,112,1765563326,2,True,1765563326.811241,0,0,51,0.06447699979617028
1,1,113,1765563326,2,True,1765563326.8411098,0,0,53,0.06960299924685387
1,1,27,1765563324,1,True,1765563326.8541038,1,0,31,0.04309799987822771
1,1,28,1765563324,3,True,1765563326.8566048,1,0,73,0.05992899968987331
1,1,73,1765563325,1,True,1765563326.8603408,1,0,32,0.03793400082940934
1,1,72,1765563325,2,True,1765563326.8608809,1,0,53,0.04998099939257372
1,1,70,1765563325,3,True,1765563326.8611073,1,0,73,0.04520599941315595
1,1,71,1765563325,2,True,1765563326.8624032,1,0,53,0.054565999562328216
1,1,29,1765563324,3,True,1765563326.8679738,1,0,73,0.06056600068404805
1,1,114,1765563326,2,True,1765563326.8682365,0,0,53,0.04713299949798966
1,1,115,1765563326,1,True,1765563326.8820207,0,0,31,0.0375259996872046
1,1,116,1765563326,2,True,1765563326.9025397,0,0,52,0.06025200036674505
1,1,117,1765563326,2,True,1765563326.9234207,0,0,51,0.058895000620395876
1,1,118,1765563326,1,True,1765563326.9520981,0,0,32,0.047417000132554676
1,1,76,1765563325,3,True,1765563326.954428,1,0,74,0.06149599994387245
1,1,77,1765563325,1,True,1765563326.958998,1,0,31,0.031108000257518142
1,1,75,1765563325,1,True,1765563326.9600222,1,0,32,0.03463100074441172
1,1,74,1765563325,2,True,1765563326.9633284,1,0,53,0.05279100059851771
1,1,32,1765563324,1,True,1765563326.9664683,1,0,32,0.035789000321528874
1,1,119,1765563326,1,True,1765563326.9673853,0,0,32,0.03073799962294288
1,1,31,1765563324,3,True,1765563326.9681644,1,0,74,0.05112899998493958
1,1,78,1765563325,2,True,1765563326.9708385,1,0,53,0.05190800038690213
1,1,30,1765563324,1,True,1765563326.9710886,1,0,32,0.08195299960789271
1,1,33,1765563324,2,True,1765563326.972159,1,0,53,0.041151999539579265
1,1,120,1765563326,1,True,1765563326.9875653,0,0,32,0.055561999943165574
1,1,121,1765563326,2,True,1765563327.0189874,0,0,52,0.06802700045227539
1,1,83,1765563325,1,True,1765563327.05475,1,0,32,0.053095000112080015
1,1,36,1765563324,2,True,1765563327.0563922,1,0,52,0.04635500044969376
1,1,79,1765563325,3,True,1765563327.0596535,1,0,72,0.05891299952054396
1,1,34,1765563324,2,True,1765563327.0610657,1,0,53,0.04214899945509387
1,1,80,1765563325,3,True,1765563327.0626235,1,0,73,0.05613200028165011
1,1,122,1765563326,1,True,1765563327.063975,0,0,32,0.031012999897939153
1,1,81,1765563325,2,True,1765563327.0645142,1,0,52,0.04371500017441576
1,1,82,1765563325,2,True,1765563327.0653746,1,0,53,0.04034500034322264
1,1,37,1765563324,1,True,1765563327.0681477,1,0,31,0.028317000214883592
1,1,38,1765563324,1,True,1765563327.0717926,1,0,31,0.04738000006909715
1,1,35,1765563324,2,True,1765563327.0733113,1,0,53,0.058648000049288385
1,1,123,1765563326,3,True,1765563327.0799317,0,0,73,0.05432899979496142
1,1,124,1765563327,2,True,1765563327.1115217,0,0,51,0.0605650002398761
1,1,125,1765563327,3,True,1765563327.134375,0,0,74,0.06305299939413089
1,1,42,1765563325,2,True,1765563327.156036,1,0,53,0.055324999266304076
1,1,88,1765563326,3,True,1765563327.1573427,1,0,74,0.048053999307740014
1,1,86,1765563326,2,True,1765563327.158983,1,0,52,0.049543999921297655
1,1,40,1765563324,3,True,1765563327.1600914,1,0,74,0.05222100026003318
1,1,85,1765563326,1,True,1765563327.1616921,1,0,32,0.031042000045999885
1,1,126,1765563327,3,True,1765563327.1671686,0,0,74,0.1040619999912451
1,1,41,1765563325,3,True,1765563327.167465,1,0,74,0.04935400011163438
1,1,39,1765563324,3,True,1765563327.168327,1,0,74,0.0653690003673546
1,1,43,1765563325,1,True,1765563327.1685653,1,0,32,0.046554000618925784
1,1,87,1765563326,1,True,1765563327.168799,1,0,32,0.038627000321866944
1,1,84,1765563325,2,True,1765563327.1689918,1,0,52,0.03720299991982756
1,1,127,1765563327,3,True,1765563327.1897233,0,0,74,0.05527800021809526
1,1,128,1765563327,1,True,1765563327.2079787,0,0,32,0.033539000469318125
1,1,129,1765563327,3,True,1765563327.226273,0,0,73,0.0714920006430475
1,1,46,1765563325,2,True,1765563327.2545764,1,0,52,0.061296999774640426
1,1,130,1765563327,1,True,1765563327.2570045,0,0,32,0.038113999835331924
1,1,44,1765563325,2,True,1765563327.2572956,1,0,53,0.048689999857742805
1,1,48,1765563325,2,True,1765563327.258902,1,0,53,0.04083899966644822
1,1,92,1765563326,2,True,1765563327.2605875,1,0,53,0.040070000068226364
1,1,131,1765563327,2,True,1765563327.2633383,0,0,52,0.04404700030136155
1,1,91,1765563326,1,True,1765563327.2659292,1,0,31,0.03441299941187026
1,1,89,1765563326,1,True,1765563327.2662241,1,0,32,0.0356740001734579
1,1,47,1765563325,3,True,1765563327.2699854,1,0,74,0.046165000640030485
1,1,45,1765563325,2,True,1765563327.2702146,1,0,52,0.03723099962371634
1,1,90,1765563326,2,True,1765563327.2716987,1,0,53,0.03278900021541631
1,1,132,1765563327,3,True,1765563327.306879,0,0,73,0.17163400025310693
1,1,133,1765563327,1,True,1765563327.3209496,0,0,32,0.04759799958264921
1,1,134,1765563327,3,True,1765563327.343969,0,0,74,0.08441099998890422
1,1,95,1765563326,2,True,1765563327.3592649,1,0,51,0.04253800034348387
1,1,51,1765563325,2,True,1765563327.3644128,1,0,51,0.03891200049110921
1,1,50,1765563325,1,True,1765563327.3691068,1,0,32,0.03010300042660674
1,1,49,1765563325,1,True,1765563327.3694239,1,0,32,0.04640099996322533
1,1,93,1765563326,3,True,1765563327.3713012,1,0,74,0.057547000324120745
1,1,135,1765563327,1,True,1765563327.3715532,0,0,32,0.02192899955844041
1,1,94,1765563326,3,True,1765563327.3717642,1,0,73,0.05434699960460421
1,1,52,1765563325,1,True,1765563327.3726184,1,0,32,0.027273000341665465
1,1,136,1765563327,2,True,1765563327.3786187,0,0,52,0.05345499994291458
1,1,137,1765563327,2,True,1765563327.4050694,0,0,53,0.0565310001547914
1,1,138,1765563327,2,True,1765563327.424812,0,0,52,0.047710999751870986
1,1,139,1765563327,2,True,1765563327.4404185,0,0,53,0.05046499973104801
1,1,56,1765563325,2,True,1765563327.4597855,1,0,53,0.06450499950005906
1,1,140,1765563327,3,True,1765563327.4600468,0,0,74,0.029779999749734998
1,1,96,1765563326,3,True,1765563327.4630673,1,0,74,0.05428099939308595
1,1,98,1765563326,3,True,1765563327.464705,1,0,74,0.06046999988029711
1,1,99,1765563326,1,True,1765563327.464955,1,0,32,0.03228600053262198
1,1,100,1765563326,1,True,1765563327.465743,1,0,32,0.027046000468544662
1,1,97,1765563326,3,True,1765563327.4682353,1,0,74,0.04976199943484971
1,1,55,1765563325,2,True,1765563327.4694018,1,0,53,0.03340599960210966
1,1,54,1765563325,1,True,1765563327.4696171,1,0,32,0.019877999875461683
1,1,53,1765563325,1,True,1765563327.4714136,1,0,32,0.02872500044759363
1,1,141,1765563327,2,True,1765563327.4896405,0,0,53,0.0445890000264626
1,1,142,1765563327,3,True,1765563327.552651,0,0,74,0.08323499969264958
1,1,102,1765563326,2,True,1765563327.5551186,1,0,53,0.07688400000915863
1,1,101,1765563326,2,True,1765563327.558619,1,0,53,0.04579399956128327
1,1,143,1765563327,3,True,1765563327.5593572,0,0,74,0.07077999998728046
1,1,58,1765563325,1,True,1765563327.5612707,1,0,32,0.03470599949650932
1,1,57,1765563325,3,True,1765563327.5642219,1,0,74,0.05934100045124069
1,1,59,1765563325,3,True,1765563327.5684443,1,0,74,0.05781199979537632
1,1,103,1765563326,3,True,1765563327.5689075,1,0,73,0.07198499952210113
1,1,60,1765563325,1,True,1765563327.5739403,1,0,32,0.03580799966584891
1,1,144,1765563327,2,True,1765563327.592093,0,0,53,0.06582500009244541
